Player Alias,Poker Site,Hands,Net Won,VP$IP,PFR,3Bet,"Postflop
Agg%",W$WSF%,WTSD%,"Won $
at SD",Wins,Losses,Vs. Player
Player 3774,2,1046,5.22,0.259082218,0.12332696,0.005434783,0.264367815,0.444444442,0.318840578,0.484848478,,,
Player 3775,2,109,-34.61,0.311926603,0.091743118,0.066666664,0.267857138,0.322580635,0.258064508,0.249999969,,,
Player 3776,1,58,-25.74,0.310344822,0.051724137,0,0.242424235,0.333333311,0.399999973,0.333333278,,,
Player 3777,2,52,-11.47,0.269230764,0.192307689,0.099999995,0.59999996,0.374999953,0.249999969,0,,,
Player 3778,2,44,-0.95,0.022727272,0.022727272,0,0,0,0,0,,,
Player 3779,1,120,-19.87,0.324999997,0.124999999,0.041666666,0.626865662,0.5142857,0.285714278,0.29999997,,,
Player 3780,19,348,-1.14,0.491379309,0.163793103,0.009009009,0.419243985,0.513157891,0.217105262,0.333333323,12,35,-17.99
Player 3781,19,144,-33.6,0.486111108,0.243055554,0.20454545,0.259615382,0.345454539,0.290909086,0.374999977,6,8,-2.97
Player 3782,19,57,-12.86,0.631578936,0.333333327,0.299999985,0.568965507,0.428571413,0.285714276,0.749999906,,,
Player 3783,19,466,-34.66,0.216738197,0.034334764,0.018181818,0.185365853,0.397849458,0.44086021,0.560975596,14,12,-0.07
Player 3784,19,197,31.79,0.152284263,0.015228426,0,0.37288135,0.406249987,0.249999992,0.749999906,,,
Player 3785,2,50,-41.66,0.639999987,0.159999997,0.083333326,0.534482749,0.499999981,0.307692296,0,,,
Player 3786,19,1456,92.57,0.142857143,0.103021978,0.031578947,0.314189188,0.418918916,0.256756755,0.552631564,31,49,-15.9
Player 3787,19,86,-12.67,0.418604646,0.127906975,0.039999998,0.173913041,0.481481464,0.407407392,0.545454496,,,
Player 3788,2,66,-15.94,0.560606052,0.03030303,0.034482757,0.34146341,0.432432421,0.432432421,0.31249998,,,
Player 3789,2,153,-33.47,0.790849668,0.11111111,0.054545454,0.422110551,0.467289715,0.233644858,0.439999982,,,
Player 3790,19,50,-1.59,0.199999996,0.079999998,0,0.187499988,0.222222198,0.111111099,0.999999,,,
Player 3791,2,4918,-9.98,0.117324115,0.094143961,0.049876847,0.269132653,0.437185929,0.321608039,0.562499996,,,
Player 3792,19,49,-30.58,0.326530606,0.081632651,0.058823526,0.538461518,0.357142832,0.214285699,0,,,
Player 3793,1,82,11.53,0.146341462,0.060975609,0,0.583333285,0.57142849,0.142857122,0.999999,,,
Player 3794,19,77,1.04,0.220779218,0.09090909,0.093749997,0.148148143,0.384615355,0.461538426,0.333333278,,,
Player 3795,2,53,-17.29,0.509433953,0.396226408,0.157894729,0.333333326,0.416666649,0.333333319,0.249999969,,,
Player 3796,1,526,-52.1,0.311787072,0.102661597,0.094339622,0.217910447,0.387096772,0.341935482,0.45283018,,,
Player 3797,19,112,1.88,0.410714282,0.13392857,0.047619046,0.249999996,0.314285705,0.314285705,0.545454496,,,
Player 3798,19,55,1,0.5090909,0.199999996,0.130434777,0.314814809,0.370370357,0.185185178,0.59999988,,,
Player 3799,19,62,2.6,0.193548384,0.032258064,0,0.333333315,0.624999922,0.249999969,0.49999975,,,
Player 3800,2,1690,22.42,0.15443787,0.122485207,0.025039124,0.308970099,0.44025157,0.264150942,0.595238081,,,
Player 3801,2,121,-6.73,0.115702478,0.082644627,0,0.166666657,0.181818165,0.181818165,0,,,
Player 3802,19,161,5.93,0.552795028,0.254658384,0.058823528,0.544871791,0.399999995,0.212499997,0.411764682,6,6,5.15
Player 3803,2,50,-14.32,0.399999992,0.039999999,0,0.4102564,0.476190454,0.142857136,0.333333222,,,
Player 3804,19,79,3.54,0.455696197,0.075949366,0.034482757,0.392156855,0.433333319,0.199999993,0.333333278,,,
Player 3805,2,86,3.4,0.44186046,0.290697671,0.178571422,0.520833322,0.519999979,0.319999987,0.249999969,,,
Player 3806,2,341,-38.87,0.126099706,0.052785924,0,0.341176467,0.384615375,0.46153845,0.499999972,,,
Player 3807,19,87,11.38,0.241379308,0.045977011,0,0.279999989,0.437499973,0.062499996,0.999999,,,
Player 3808,1,94,-1.86,0.287234039,0.053191489,0.028571428,0.299999995,0.357142844,0.428571413,0.499999958,,,
Player 3809,1,46,-4.02,0.2173913,0.15217391,0.066666662,0.363636347,0.59999994,0.49999995,0.79999984,,,
Player 3810,2,59,-9.15,0.237288132,0.118644066,0.045454543,0.266666649,0.333333296,0.111111099,0,,,
Player 3811,19,173,30.67,0.375722541,0.098265895,0.016949152,0.186274508,0.419999992,0.259999995,0.461538426,6,14,-6.15
Player 3812,19,69,2.01,0.231884055,0.144927534,0.055555552,0.411764682,0.49999995,0.19999998,0.49999975,,,
Player 3813,1,71,-0.89,0.211267603,0.140845068,0.038461537,0.366666654,0.499999958,0.499999958,0.333333278,,,
Player 3814,19,61,-1.45,0.114754096,0.032786885,0,0.124999992,0.285714245,0.285714245,0.9999995,,,
Player 3815,1,45,-7.56,0.266666661,0.066666665,0.09999999,0.225806444,0.214285699,0.428571398,0.166666639,,,
Player 3816,19,213,23.96,0.314553989,0.131455398,0,0.445454541,0.471698104,0.245283014,0.461538426,10,5,0.9
Player 3817,2,116,10.44,0.534482754,0.224137929,0.209302321,0.486486482,0.629629618,0.296296291,0.31249998,,,
Player 3818,19,114,45.41,0.377192979,0.105263157,0.071428569,0.193548384,0.423076907,0.38461537,0.59999994,,,
Player 3819,2,110,9.08,0.36363636,0.109090908,0,0.361111106,0.527777763,0.333333324,0.583333285,,,
Player 3820,19,49,-0.19,0.204081628,0.020408163,0,0.318181804,0.374999953,0.124999984,0.999999,,,
Player 3821,19,85,-44.94,0.870588225,0.094117646,0.08333333,0.152046783,0.356164379,0.342465749,0.359999986,7,6,1.46
Player 3822,19,215,-22.65,0.46976744,0.041860465,0,0.16981132,0.35643564,0.36633663,0.5135135,11,9,2.17
Player 3823,2,100,9.15,0.539999995,0.219999998,0.093749997,0.483870963,0.666666652,0.377777769,0.470588208,,,
Player 3824,19,115,18.94,0.547826082,0.234782607,0.06521739,0.318181815,0.461538453,0.230769226,0.499999958,5,10,1.25
Player 3825,2,47,-17.62,0.425531906,0.085106381,0.076923071,0.214285709,0.315789457,0.315789457,0.499999917,,,
Player 3826,2,86,4.23,0.069767441,0.011627907,0,0.499999972,0.624999922,0.499999938,0.749999813,,,
Player 3827,19,70,-50.75,0.585714277,0.157142855,0.041666665,0.170731705,0.333333324,0.388888878,0.428571398,,,
Player 3828,19,92,46.66,0.652173906,0.271739127,0.281249991,0.550847453,0.672131137,0.262295078,0.499999969,2,12,-3.45
Player 3829,2,40,-30.63,0.324999992,0.024999999,0,0.115384611,0.29999997,0.49999995,0.39999992,,,
Player 3830,2,47,-19.55,0.553191478,0.021276595,0,0.156862742,0.199999992,0.279999989,0.285714245,,,
Player 3831,19,61,-28.19,0.524590155,0.065573769,0,0.360655732,0.433333319,0.266666658,0.374999953,,,
Player 3832,19,307,0.54,0.345276872,0.12703583,0.00877193,0.384615382,0.404494377,0.235955054,0.476190454,14,13,-2.05
Player 3833,2,74,-16.83,0.270270267,0.12162162,0.09677419,0.466666651,0.44444442,0.277777762,0.39999992,,,
Player 3834,19,47,-1.57,0.234042548,0.148936167,0.066666662,0.230769213,0.249999969,0.124999984,0.999999,,,
Player 3835,1,196,7.57,0.265306121,0.168367346,0,0.562499991,0.5151515,0.212121206,0.428571367,,,
Player 3836,19,406,155.35,0.261083743,0.130541872,0.035714285,0.323353291,0.460674152,0.213483144,0.526315762,10,21,-28.56
Player 3837,19,113,-0.73,0.159292034,0.079646017,0.048780487,0.249999988,0.454545413,0.272727248,0.666666444,,,
Player 3838,1,45,-6.46,0.13333333,0.044444443,0,0.249999979,0.166666639,0.166666639,0,,,
Player 3839,19,323,15.09,0.120743034,0.055727554,0.029126213,0.473684202,0.48484847,0.181818176,0.499999917,,,
Player 3840,19,364,-35.57,0.271978021,0.126373626,0.039370078,0.249999999,0.340206182,0.216494843,0.666666635,10,8,-2.55
Player 3841,1,103,7.95,0.155339804,0.077669902,0.063829786,0.333333322,0.357142832,0.357142832,0.79999984,,,
Player 3842,19,234,10.15,0.209401709,0.123931623,0.042253521,0.333333327,0.428571416,0.171428567,0.666666556,,,
Player 3843,2,55,-10,0.490909082,0.181818179,0.173913036,0.255813948,0.523809499,0.333333317,0.428571367,,,
Player 3844,19,184,3.26,0.124999999,0.070652174,0.015151515,0.444444428,0.571428531,0.357142832,0.59999988,,,
Player 3845,19,40,5.57,0.449999989,0.099999998,0,0.272727264,0.59999996,0.266666649,0.749999813,,,
Player 3846,19,211,-47.7,0.113744075,0.104265402,0.015625,0.25714285,0.411764682,0.411764682,0.428571367,8,3,0.2
Player 3847,2,162,-6.68,0.432098763,0.067901234,0.083333332,0.464285711,0.463768109,0.260869561,0.44444442,,,
Player 3848,2,232,-67.79,0.426724136,0.068965517,0.037974683,0.396226413,0.468749995,0.33333333,0.249999992,,,
Player 3849,2,101,-10.07,0.38613861,0.18811881,0.083333331,0.280701749,0.407407392,0.333333321,0.444444395,,,
Player 3850,19,214,-3.85,0.242990653,0.168224298,0.026315789,0.179104475,0.371428561,0.342857133,0.583333285,5,11,1.6
Player 3851,2,141,50.98,0.269503544,0.226950353,0.06521739,0.586956509,0.730769203,0.153846148,0.99999975,,,
Player 3852,2,69,26.99,0.130434781,0.115942027,0.052631576,0.499999917,0.9999995,0.9999995,0.9999995,,,
Player 3853,19,94,18.53,0.265957444,0.106382978,0.05128205,0.387096762,0.529411734,0.235294104,0.499999875,,,
Player 3854,19,208,51.34,0.307692306,0.024038461,0,0.289473682,0.508771921,0.157894734,0.444444395,11,10,-19.28
Player 3855,19,234,-67.77,0.376068374,0.153846153,0.027027027,0.457364338,0.458333327,0.249999997,0.333333315,7,13,-3.2
Player 3856,2,66,-24.9,0.227272724,0.06060606,0.035714284,0.212121206,0.199999987,0.333333311,0.19999996,,,
Player 3857,2,388,15.36,0.167525773,0.108247422,0.063380281,0.358024687,0.499999989,0.2173913,0.69999993,,,
Player 3858,19,645,-1.4,0.2124031,0.134883721,0.049327354,0.295336786,0.423076919,0.230769229,0.458333314,23,25,35
Player 3859,1,47,-7.07,0.425531906,0.255319144,0,0.451612889,0.374999977,0.31249998,0.19999996,,,
Player 3860,1,400,-27.12,0.229999999,0.0475,0,0.273743015,0.317073167,0.390243898,0.531249983,,,
Player 3861,1,426,-40.68,0.126760563,0.021126761,0.034246575,0.403508768,0.37288135,0.271186436,0.374999977,,,
Player 3862,2,53,-19.19,0.188679242,0.056603773,0.058823526,0.388888867,0.374999953,0.249999969,0,,,
Player 3863,1,190,-17.27,0.226315788,0.110526315,0.067796609,0.376344082,0.379999992,0.259999995,0.384615355,,,
Player 3864,1,1246,27.46,0.160513644,0.143659711,0.057569296,0.360594794,0.496350361,0.313868611,0.581395335,,,
Player 3865,2,46,-34.15,0.347826079,0.13043478,0.117647052,0.19999999,0.230769213,0.230769213,0,,,
Player 3866,2,55,-6.55,0.381818175,0,0,0.166666664,0.416666649,0.374999984,0.444444395,,,
Player 3867,2,41,-2.41,0.097560973,0.097560973,0.076923071,0.19999996,0,0,0,,,
Player 3868,2,96,-16.08,0.218749998,0.145833332,0,0.439999982,0.181818165,0.545454496,0,,,
Player 3869,2,81,-28.1,0.358024687,0.222222219,0.088235292,0.406249987,0.368421033,0.263157881,0,,,
Player 3870,2,43,-13.31,0.279069761,0.06976744,0,0.22222221,0.111111099,0.222222198,0,,,
Player 3871,19,90,10.41,0.188888887,0.133333332,0.030303029,0.545454496,0.857142735,0,0,,,
Player 3872,19,259,-2.61,0.193050192,0.057915058,0,0.31428571,0.39999999,0.149999996,0.666666556,13,7,3.2
Player 3873,19,91,-15.15,0.274725272,0.098901098,0.074999998,0.222222216,0.210526305,0.263157881,0,,,
Player 3874,2,67,-39.01,0.507462679,0.223880594,0.049999998,0.353846148,0.406249987,0.374999988,0.499999958,,,
Player 3875,1,47,8.72,0.191489358,0.170212762,0.124999992,0.315789457,0.857142735,0.714285612,0.79999984,,,
Player 3876,19,72,13.52,0.374999995,0.20833333,0,0.463414623,0.428571408,0.142857136,0.999999667,,,
Player 3877,2,138,-34.73,0.173913042,0.065217391,0.016666666,0.157894733,0.149999993,0.249999988,0.19999996,,,
Player 3878,2,939,-90.9,0.22257721,0.107561235,0.02346041,0.335311572,0.418079094,0.248587569,0.318181811,,,
Player 3879,2,165,-29.76,0.454545452,0.145454545,0.021276595,0.416666663,0.508196713,0.163934424,0.19999998,,,
Player 3880,19,1516,17.48,0.164907652,0.072559367,0.019569472,0.308641975,0.473933647,0.236966824,0.579999988,44,39,-4.34
Player 3881,1,55,-32.95,0.236363632,0.199999996,0.142857133,0.153846142,0.142857122,0.285714245,0,,,
Player 3882,19,130,-9.14,0.369230766,0.184615383,0.117647057,0.259615382,0.311111104,0.399999991,0.333333315,,,
Player 3883,19,56,-28.71,0.696428559,0,0,0.216867467,0.3076923,0.3076923,0.583333285,5,5,-0.45
Player 3884,1,185,-16.2,0.340540539,0.027027027,0.026666666,0.255555553,0.413043469,0.26086956,0.333333306,,,
Player 3885,1,121,9.24,0.231404957,0.18181818,0.079999998,0.571428558,0.699999965,0.19999999,0.749999813,,,
Player 3886,19,140,-16.51,0.149999999,0.078571428,0.022727272,0.193548381,0.190476181,0.095238091,0.49999975,,,
Player 3887,19,166,-33.09,0.361445781,0.120481927,0.055555555,0.24242424,0.382978715,0.319148929,0.399999973,9,11,1.88
Player 3888,19,143,-59.87,0.174825174,0.09090909,0.02,0.242424235,0.263157881,0.263157881,0.39999992,,,
Player 3889,2,105,21.95,0.266666664,0.009523809,0,0.303571423,0.535714267,0.249999991,0.857142735,,,
Player 3890,2,171,24.01,0.292397659,0.134502923,0.023255813,0.246575339,0.46153845,0.230769225,0.88888879,,,
Player 3891,2,87,-25.42,0.25287356,0.080459769,0.033333332,0.171428567,0.235294104,0.411764682,0.428571367,,,
Player 3892,1,274,46.09,0.335766422,0.094890511,0.080459769,0.380434781,0.478260864,0.239130432,0.454545434,,,
Player 3893,19,70,-14.22,0.171428569,0,0,0.322580635,0.461538426,0.615384568,0.499999938,,,
Player 3894,2,238,26.58,0.268907562,0.180672268,0.046511627,0.330097084,0.42857142,0.387755094,0.421052609,8,12,-2.77
Player 3895,2,59,0.04,0.135593218,0.067796609,0,0.166666639,0.249999938,0.249999938,0,,,
Player 3896,2,4625,-70.52,0.138378378,0.112216216,0.033042394,0.413068844,0.472422061,0.294964028,0.471544712,,,
Player 3897,2,82,-9.3,0.231707314,0.097560974,0.033333332,0.288888882,0.277777762,0.555555525,0.29999997,,,
Player 3898,1,154,-17.65,0.220779219,0.09090909,0,0.392156855,0.392857129,0.285714276,0.374999953,,,
Player 3899,2,94,-30.56,0.52127659,0.042553191,0.027777777,0.367088603,0.414634136,0.243902433,0.29999997,,,
Player 3900,1,445,46.28,0.233707865,0.031460674,0.006993007,0.499999997,0.575471693,0.122641508,0.76923071,,,
Player 3901,2,116,-4.57,0.491379306,0.120689654,0.049999999,0.312499997,0.45283018,0.188679242,0.49999995,,,
Player 3902,2,61,9.92,0.360655732,0.147540981,0,0.431818172,0.473684186,0.421052609,0.374999953,,,
Player 3903,19,72,16.26,0.277777774,0.138888887,0,0.487804866,0.647058785,0.29411763,0.59999988,,,
Player 3904,2,51,-20.77,0.686274496,0.196078428,0.071428566,0.718309849,0.562499982,0.437499986,0.357142832,,,
Player 3905,1,62,30.27,0.338709672,0.209677416,0,0.433333319,0.499999972,0.166666657,0.999999667,,,
Player 3906,1,49,11.3,0.408163257,0.224489791,0,0.263157888,0.380952363,0.238095227,0.59999988,,,
Player 3907,2,1140,57.32,0.178070175,0.111403509,0.06060606,0.353896103,0.51351351,0.317567565,0.489361692,28,35,-1.94
Player 3908,1,84,-3.87,0.238095235,0.130952379,0.142857139,0.297297289,0.31249998,0.31249998,0.19999996,,,
Player 3909,1,83,-15.82,0.385542164,0.060240963,0,0.246376808,0.303030294,0.333333323,0.454545413,,,
Player 3910,2,88,5.49,0.227272725,0.102272726,0.035714284,0.270270263,0.352941156,0.352941156,0.333333278,,,
Player 3911,2,41,-46.97,0.804878029,0.36585365,0.315789457,0.327868847,0.392857129,0.392857129,0.090909083,,,
Player 3912,2,414,-11.65,0.210144927,0.1352657,0.031847134,0.181034481,0.338709672,0.306451608,0.526315762,,,
Player 3913,2,323,-36.25,0.28482972,0.003095975,0,0.37096774,0.377777774,0.388888885,0.428571416,,,
Player 3914,2,253,-10.61,0.071146245,0.063241106,0.037037037,0.378378368,0.473684186,0.263157881,0.39999992,,,
Player 3915,2,99,-6.68,0.25252525,0.03030303,0,0.4090909,0.399999984,0.159999994,0.749999813,,,
Player 3916,19,202,-14.71,0.202970296,0.153465346,0.056338027,0.386363628,0.423076907,0.115384611,0,6,12,-2.02
Player 3917,2,42,-19.36,0.452380942,0.095238093,0,0.314285705,0.437499973,0.374999977,0.499999917,,,
Player 3918,2,202,-19.91,0.207920791,0.03960396,0.042253521,0.189873415,0.324999992,0.299999993,0.416666632,,,
Player 3919,2,1216,97.95,0.171052631,0.139802631,0.037688442,0.33116883,0.445205476,0.376712326,0.581818171,,,
Player 3920,1,80,-20.41,0.224999997,0.112499999,0.071428569,0.225806444,0.187499988,0.249999984,0.249999938,,,
Player 3921,2,149,-60.7,0.429530198,0.241610737,0.272727267,0.522123889,0.618181807,0.309090903,0.29411763,,,
Player 3922,19,70,1,0.185714283,0.042857142,0.049999998,0,0.249999969,0.249999969,0.9999995,,,
Player 3923,1,116,5.93,0.043103448,0.043103448,0.027777777,0.333333296,0.499999875,0.249999938,0.999999,,,
Player 3924,2,44,-6.05,0.272727267,0.249999994,0.153846142,0.363636331,0.749999813,0.749999813,0.666666444,,,
Player 3925,2,390,-9.84,0.223076923,0.056410256,0,0.299435027,0.444444439,0.43209876,0.571428555,,,
Player 3926,2,159,-31.93,0.251572325,0.125786163,0.061224489,0.399999995,0.435897425,0.25641025,0.19999998,,,
Player 3927,2,10709,-176.13,0.105051826,0.058829022,0.034556087,0.264044944,0.399512789,0.277710109,0.486842103,,,
Player 3928,2,516,-7.11,0.147286821,0.09496124,0.030927835,0.275590549,0.453124993,0.312499995,0.59999997,,,
Player 3929,2,231,-81.3,0.376623375,0.173160172,0.076923076,0.258928569,0.360655732,0.213114751,0.153846142,8,12,23.52
Player 3930,2,2758,-89.13,0.141406816,0.080130529,0.019812304,0.3432282,0.419014083,0.249999999,0.49295774,,,
Player 3931,2,283,-22.97,0.452296818,0.332155476,0.079999999,0.322981364,0.452380947,0.273809521,0.43478259,,,
Player 3932,2,50,-8.73,0.279999994,0.099999998,0,0.166666657,0.230769213,0.153846142,0,,,
Player 3933,2,112,-31.14,0.124999999,0.089285713,0.074999998,0.285714272,0.19999998,0.29999997,0,,,
Player 3934,1,60,-36.12,0.18333333,0.133333331,0,0.148148143,0.333333306,0.416666632,0.39999992,,,
Player 3935,19,100,-20,0.379999996,0.119999999,0,0.299999995,0.48484847,0.212121206,0.428571367,,,
Player 3936,2,108,-46.49,0.509259255,0.074074073,0.030303029,0.448598127,0.367346931,0.448979583,0.363636347,,,
Player 3937,2,65,-122.88,0.630769221,0.107692306,0.049999998,0.414634141,0.473684198,0.315789465,0.333333306,,,
Player 3938,1,112,-68.82,0.857142849,0.035714285,0,0.281105989,0.372340422,0.340425528,0.249999992,,,
Player 3939,2,95,-7.01,0.221052629,0.136842104,0.076923074,0.461538426,0.749999906,0.124999984,0.999999,,,
Player 3940,2,53,0.09,0.150943393,0.113207545,0.043478259,0.176470578,0.374999953,0.249999969,0.49999975,,,
Player 3941,1,204,-14.85,0.558823527,0.161764705,0.050847457,0.398963729,0.456521734,0.271739127,0.439999982,,,
Player 3942,1,167,3.8,0.347305387,0.119760478,0.078431371,0.308943087,0.528301877,0.471698104,0.559999978,,,
Player 3943,2,79,2.06,0.569620246,0,0,0.07920792,0.297872334,0.404255311,0.578947338,,,
Player 3944,19,205,14.39,0.160975609,0.112195121,0.01369863,0.463414623,0.521739108,0.347826072,0.624999922,4,6,-0.95
Player 3945,19,209,-39.19,0.349282295,0.086124402,0.046874999,0.406504062,0.412698406,0.222222219,0.357142832,8,8,-6.9
Player 3946,1,75,20.44,0.373333328,0.026666666,0.035714284,0.296296291,0.370370357,0.25925925,0.857142735,,,
Player 3947,2,76,-14.13,0.28947368,0.092105262,0.074074071,0.185185178,0.285714265,0.357142832,0.19999996,,,
Player 3948,2,187,-10.91,0.491978607,0.181818181,0,0.535483868,0.445783127,0.289156623,0.374999984,,,
